Name,Organization,Status
James Bayliss,American Association for the Advancement of Science,Member
E. R. Beadle,American Association for the Advancement of Science,Member
Edward L. Beadle,American Association for the Advancement of Science,Member
James Beale,American Association for the Advancement of Science,Member
Sidney A. Bean,American Association for the Advancement of Science,Member
H. C. Beardsley,American Association for the Advancement of Science,Member
Rufus G. Beardsley,American Association for the Advancement of Science,Member
M. S. Bebb,American Association for the Advancement of Science,Member
C. F. Beck,American Association for the Advancement of Science,Member
George Belknap,American Association for the Advancement of Science,Member
Henry Belknap,American Association for the Advancement of Science,Member
John Bell,American Association for the Advancement of Science,Member
John G. Bell,American Association for the Advancement of Science,Member
John James Bell,American Association for the Advancement of Science,Member
Sanmuel Newell Bell,American Association for the Advancement of Science,Member
Sanford Bell,American Association for the Advancement of Science,Member
Charles E. Belle,American Association for the Advancement of Science,Member
John Bellinger,American Association for the Advancement of Science,Member
Henry Whitney  Bellows,American Association for the Advancement of Science,Member
Nathan Sidney S. Beman,American Association for the Advancement of Science,Member
Erastus Cornelius Benedict,American Association for the Advancement of Science,Member
Farrand Northrup Benedict,American Association for the Advancement of Science,Member
Noah Bennet Benedict,American Association for the Advancement of Science,Member
Thomas B. Benedict,American Association for the Advancement of Science,Member
Silas Bent,American Association for the Advancement of Science,Member
Cyrus Bentley,American Association for the Advancement of Science,Member
Charles Benton,American Association for the Advancement of Science,Member
Hiram Berdon,American Association for the Advancement of Science,Member
William Berezy,American Association for the Advancement of Science,Member
A. Bernard,American Association for the Advancement of Science,Member
Edward L. Berthoud,American Association for the Advancement of Science,Member
S. R. Berton,American Association for the Advancement of Science,Member
J. G. Bibaud,American Association for the Advancement of Science,Member
Walter Hilliars Bidwell,American Association for the Advancement of Science,Member
L. V. Bierce,American Association for the Advancement of Science,Member
Artemas Bigelow,American Association for the Advancement of Science,Member
Henry Jacob Bigelow,American Association for the Advancement of Science,Member
Jacob Bigelow,American Association for the Advancement of Science,Member
Lansing Biggs,American Association for the Advancement of Science,Member
Elkanah Billings,American Association for the Advancement of Science,Member
Joel Foote Bingham,American Association for the Advancement of Science,Member
R. S. Binkerd,American Association for the Advancement of Science,Member
Amos Binney,American Association for the Advancement of Science,Member
John Binney,American Association for the Advancement of Science,Member
George S. Blackie,American Association for the Advancement of Science,Member
Henry Blackmarr,American Association for the Advancement of Science,Member
Franklin Otis Blair,American Association for the Advancement of Science,Member
C. M. Blake,American Association for the Advancement of Science,Member
Eli Whitney Blake,American Association for the Advancement of Science,Member
J. R. Blake,American Association for the Advancement of Science,Member
John Lauris Blake,American Association for the Advancement of Science,Member
William Blanding,American Association for the Advancement of Science,Member
James V. Z. Blaney,American Association for the Advancement of Science,Member
Wilhelm Blasius,American Association for the Advancement of Science,Member
Thomas W. Blatchford,American Association for the Advancement of Science,Member
Albert Taylor Bledsoe,American Association for the Advancement of Science,Member
George Bliss,American Association for the Advancement of Science,Member
C. E. Blumenthal,American Association for the Advancement of Science,Member
James Bolton,American Association for the Advancement of Science,Member
George Bomford,American Association for the Advancement of Science,Member
J. B. Bonar,American Association for the Advancement of Science,Member
Henry Bond,American Association for the Advancement of Science,Member
Charles Bonnycastle,American Association for the Advancement of Science,Member
James Curtis Booth,American Association for the Advancement of Science,Member
John Nelson Borland,American Association for the Advancement of Science,Member
Vincenzo Botta,American Association for the Advancement of Science,Member
C. O. Boutelle,American Association for the Advancement of Science,Member
Thomas Tracy Bouve',American Association for the Advancement of Science,Member
A. H. Bowman,American Association for the Advancement of Science,Member
Francis Caswell Bowman,American Association for the Advancement of Science,Member
George W. Boyd,American Association for the Advancement of Science,Member
Uriah Atherton Boyden,American Association for the Advancement of Science,Member
Edward Carlisle Boynton,American Association for the Advancement of Science,Member
John F. Boynton,American Association for the Advancement of Science,Member
John Peirce Brace,American Association for the Advancement of Science,Member
George W. Bradford,American Association for the Advancement of Science,Member
Hezekiah Bradford,American Association for the Advancement of Science,Member
Isaac Bradford,American Association for the Advancement of Science,Member
James C. Bradford,American Association for the Advancement of Science,Member
Luther Bradish,American Association for the Advancement of Science,Member
Francis Bradley,American Association for the Advancement of Science,Member
A. Brainerd,American Association for the Advancement of Science,Member
Joseph Braithwaite,American Association for the Advancement of Science,Member
James R. Brant,American Association for the Advancement of Science,Member
J. B. Braw,American Association for the Advancement of Science,Member
Robert Jefferson Breckenridge,American Association for the Advancement of Science,Member
Fist Parsons Brewer,American Association for the Advancement of Science,Member
Robert Bridges,American Association for the Advancement of Science,Member
A. D. Briggs,American Association for the Advancement of Science,Member
Caleb Briggs,American Association for the Advancement of Science,Member
Charles Briggs,American Association for the Advancement of Science,Member
Charles C. Briggs,American Association for the Advancement of Science,Member
George Ware Briggs,American Association for the Advancement of Science,Member
Thomas Clark Brinsmade,American Association for the Advancement of Science,Member
William Briston,American Association for the Advancement of Science,Member
A. A. Britton,American Association for the Advancement of Science,Member
William Bross,American Association for the Advancement of Science,Member
B. B. Brown,American Association for the Advancement of Science,Member
John Carter Brown,American Association for the Advancement of Science,Member
Richard Brown,American Association for the Advancement of Science,Member
Robert Brown,American Association for the Advancement of Science,Member
W. Leroy Brown,American Association for the Advancement of Science,Member
Daniel Jay Browne,American Association for the Advancement of Science,Member
Robert H. Browne,American Association for the Advancement of Science,Member
Richard Tapier Brumby,American Association for the Advancement of Science,Member
George S. Brush,American Association for the Advancement of Science,Member
Joseph Rodes Buchanan,American Association for the Advancement of Science,Member
David Buckland,American Association for the Advancement of Science,Member
Samuel Botsford Buckley,American Association for the Advancement of Science,Member
B. W. Budd,American Association for the Advancement of Science,Member
David Buell,American Association for the Advancement of Science,Member
Thomas Bulfinch,American Association for the Advancement of Science,Member
John Williams Bulkley,American Association for the Advancement of Science,Member
Edward F. Bullard,American Association for the Advancement of Science,Member
Thomas Legere Burden,American Association for the Advancement of Science,Member
F. Burdett,American Association for the Advancement of Science,Member
Enoch Ritch Burr,American Association for the Advancement of Science,Member
C. V. W. Burton,American Association for the Advancement of Science,Member
George N. Burwell,American Association for the Advancement of Science,Member
James Busher,American Association for the Advancement of Science,Member
James Davis Butler,American Association for the Advancement of Science,Member
Thomas Belden Butler,American Association for the Advancement of Science,Member
James Lawrence Cabell,American Association for the Advancement of Science,Member
Edward Clarke Cabot,American Association for the Advancement of Science,Member
Henry Cabot,American Association for the Advancement of Science,Member
James Elliott Cabot,American Association for the Advancement of Science,Member
Samuel Cabot,American Association for the Advancement of Science,Member
Calvin Brainerd Cady,American Association for the Advancement of Science,Member
D. J. C. Cain,American Association for the Advancement of Science,Member
John D. Caldwell,American Association for the Advancement of Science,Member
Alonzo Calkars,American Association for the Advancement of Science,Member
Daniel Cameron,American Association for the Advancement of Science,Member
Hector Cameron,American Association for the Advancement of Science,Member
A. D. Campbell,American Association for the Advancement of Science,Member
Archibald Barrington Campbell,American Association for the Advancement of Science,Member
George W. Campbell,American Association for the Advancement of Science,Member
John Nicholson Campbell,American Association for the Advancement of Science,Member
Robert Campbell,American Association for the Advancement of Science,Member
W. D. Campbell,American Association for the Advancement of Science,Member
William M. Campbell,American Association for the Advancement of Science,Member
Edward W. B. Canning,American Association for the Advancement of Science,Member
T. P. Cappy,American Association for the Advancement of Science,Member
David I. Capron,American Association for the Advancement of Science,Member
Henry Charles Carey,American Association for the Advancement of Science,Member
James Henry Carleton,American Association for the Advancement of Science,Member
S. T. Carley,American Association for the Advancement of Science,Member
George W. Carpenter,American Association for the Advancement of Science,Member
J. N. Carpenter,American Association for the Advancement of Science,Member
Thornton Carpenter,American Association for the Advancement of Science,Member
William Marbury Carpenter,American Association for the Advancement of Science,Member
Ezra Carr,American Association for the Advancement of Science,Member
Restor C. Carter,American Association for the Advancement of Science,Member
George Etienne Cartier,American Association for the Advancement of Science,Member
William Case,American Association for the Advancement of Science,Member
Samuel Addison Casseday,American Association for the Advancement of Science,Member
John Long Cassells,American Association for the Advancement of Science,Member
John Cassin,American Association for the Advancement of Science,Member
Michael P. Cavert,American Association for the Advancement of Science,Member
Paul Ansel Chadbourne,American Association for the Advancement of Science,Member
Frank Chamberlain,American Association for the Advancement of Science,Member
Nathan Henry Chamberlain,American Association for the Advancement of Science,Member
B. C. Chamberlin,American Association for the Advancement of Science,Member
John Chandler,American Association for the Advancement of Science,Member
Walter Channing,American Association for the Advancement of Science,Member
William Francis Channing,American Association for the Advancement of Science,Member
Aaron Lucius Chapin,American Association for the Advancement of Science,Member
Lebeus Cornelius Chapin,American Association for the Advancement of Science,Member
C. B. Chapman,American Association for the Advancement of Science,Member
Edward Chapman,American Association for the Advancement of Science,Member
Nathaniel Chapman,American Association for the Advancement of Science,Member
John Cappellsmith,American Association for the Advancement of Science,Member
Benjamin Chase,American Association for the Advancement of Science,Member
D. Chase,American Association for the Advancement of Science,Member
Stephen Chase,American Association for the Advancement of Science,Member
Theodore R. Chase,American Association for the Advancement of Science,Member
Pierre J. O. Chauveau,American Association for the Advancement of Science,Member
C. U. Chauvenet,American Association for the Advancement of Science,Member
A. Cheesborough,American Association for the Advancement of Science,Member
B. D. Chenowith,American Association for the Advancement of Science,Member
Ellis Sylvester Chesbrough,American Association for the Advancement of Science,Member
C. Chester,American Association for the Advancement of Science,Member
C. M. Cheves,American Association for the Advancement of Science,Member
Jesse Chickering,American Association for the Advancement of Science,Member
J. R. Chilton,American Association for the Advancement of Science,Member
Charles Francis Choate,American Association for the Advancement of Science,Member
Albert E. Church,American Association for the Advancement of Science,Member
Franklin H. Churchill,American Association for the Advancement of Science,Member
Marlborough Churchill,American Association for the Advancement of Science,Member
Asahel Clapp,American Association for the Advancement of Science,Member
Francis M. Clark,American Association for the Advancement of Science,Member
J. H. Clark,American Association for the Advancement of Science,Member
James Clark,American Association for the Advancement of Science,Member
John S. Clark,American Association for the Advancement of Science,Member
Joseph Clark,American Association for the Advancement of Science,Member
Lester M. Clark,American Association for the Advancement of Science,Member
Thomas March Clark,American Association for the Advancement of Science,Member
William P. Clark,American Association for the Advancement of Science,Member
William P. Clark,American Association for the Advancement of Science,Member
William Smith Clark,American Association for the Advancement of Science,Member
Alpheus Bryant Clarks,American Association for the Advancement of Science,Member
Francis N. Clarke,American Association for the Advancement of Science,Member
Henary Clarke,American Association for the Advancement of Science,Member
Robert Clarke,American Association for the Advancement of Science,Member
Joseph A. Clay,American Association for the Advancement of Science,Member
A. B. Cleaveland,American Association for the Advancement of Science,Member
A. B .Cleaveland,American Association for the Advancement of Science,Member
C. H. Cleaveland,American Association for the Advancement of Science,Member
Parker Cleaveland,American Association for the Advancement of Science,Member
E. B. Cleghorn,American Association for the Advancement of Science,Member
H. H. Clement,American Association for the Advancement of Science,Member
Thomas Lanier Clingman,American Association for the Advancement of Science,Member
Henry A. Clum,American Association for the Advancement of Science,Member
Titus Coan,American Association for the Advancement of Science,Member
Benjamin Horner Coates,American Association for the Advancement of Science,Member
Reynell Coates,American Association for the Advancement of Science,Member
Nelson Ebenezer Cobleigh,American Association for the Advancement of Science,Member
J. W. Cochron,American Association for the Advancement of Science,Member
Charles Carlton Coffin,American Association for the Advancement of Science,Member
Mason Fitch Cogswell,American Association for the Advancement of Science,Member
J. J. Cohen,American Association for the Advancement of Science,Member
Seth Cole,American Association for the Advancement of Science,Member
Thomas Cole,American Association for the Advancement of Science,Member
Henry Coleman,American Association for the Advancement of Science,Member
G. H. Collier,American Association for the Advancement of Science,Member
D. B. Collins,American Association for the Advancement of Science,Member
George Lewis Collins,American Association for the Advancement of Science,Member
Oliver Colton,American Association for the Advancement of Science,Member
Willis S. Colton,American Association for the Advancement of Science,Member
George Fisk Comfort,American Association for the Advancement of Science,Member
Cyrus Ballou Comstock,American Association for the Advancement of Science,Member
J. C. Comstock,American Association for the Advancement of Science,Member
John Lee Comstock,American Association for the Advancement of Science,Member
Marshall Conant,American Association for the Advancement of Science,Member
Charles Taber Congdon,American Association for the Advancement of Science,Member
A. B. Conger,American Association for the Advancement of Science,Member
J. S. Conkey,American Association for the Advancement of Science,Member
Frederick Augustus Conkling,American Association for the Advancement of Science,Member
Timothy Abbott Conrad,American Association for the Advancement of Science,Member
Charles C. Convers,American Association for the Advancement of Science,Member
Moncure Daniels Conway,American Association for the Advancement of Science,Member
George Hammel Cooke,American Association for the Advancement of Science,Member
Robert L. Cooke,American Association for the Advancement of Science,Member
James E. Cooley,American Association for the Advancement of Science,Member
George F. Cooper,American Association for the Advancement of Science,Member
James Graham Cooper,American Association for the Advancement of Science,Member
William Cooper,American Association for the Advancement of Science,Member
Joseph S. Copes,American Association for the Advancement of Science,Member
John Cordner,American Association for the Advancement of Science,Member
George Henry Corless,American Association for the Advancement of Science,Member
Erastus Corning,American Association for the Advancement of Science,Member
Thomas D. Coryell,American Association for the Advancement of Science,Member
B. C. Cotting,American Association for the Advancement of Science,Member
Thomas J. Cottle,American Association for the Advancement of Science,Member
Carius Nash Couch,American Association for the Advancement of Science,Member
Oliver Coulton,American Association for the Advancement of Science,Member
Joseph P. Couthouy,American Association for the Advancement of Science,Member
J. P. Cowan,American Association for the Advancement of Science,Member
Christopher C. Cox,American Association for the Advancement of Science,Member
Samuel Hanson Cox,American Association for the Advancement of Science,Member
Issachar Cozzens,American Association for the Advancement of Science,Member
Hugh Craig,American Association for the Advancement of Science,Member
Robert Craik,American Association for the Advancement of Science,Member
John Mockett Cramp,American Association for the Advancement of Science,Member
Pardon S. Crandall,American Association for the Advancement of Science,Member
John Chapman Cresson,American Association for the Advancement of Science,Member
Henry Croft,American Association for the Advancement of Science,Member
Alpheus Crosby,American Association for the Advancement of Science,Member
Richard Crissley,American Association for the Advancement of Science,Member
Edwin Croswell,American Association for the Advancement of Science,Member
James Cruikshank,American Association for the Advancement of Science,Member
Joseph Cummings,American Association for the Advancement of Science,Member
William M. Cummings,American Association for the Advancement of Science,Member
Thurlow Cunynghame,American Association for the Advancement of Science,Member
W. F. Curry,American Association for the Advancement of Science,Member
James L. Curtis,American Association for the Advancement of Science,Member
Jasper Curtis,American Association for the Advancement of Science,Member
Josiah Curtis,American Association for the Advancement of Science,Member
L. W. Curtis,American Association for the Advancement of Science,Member
Moses Ashley Curtis,American Association for the Advancement of Science,Member
Charles W. Curtiss,American Association for the Advancement of Science,Member
Richard D. Cutts,American Association for the Advancement of Science,Member
Nacisse Cyr,American Association for the Advancement of Science,Member
John A. B. Dahlgren,American Association for the Advancement of Science,Member
Francis E Dakin,American Association for the Advancement of Science,Member
L. D. Dale,American Association for the Advancement of Science,Member
E. A. Dalrymple,American Association for the Advancement of Science,Member
Augustus Dalson,American Association for the Advancement of Science,Member
John Call Dalton,American Association for the Advancement of Science,Member
J. J. Dana,American Association for the Advancement of Science,Member
Samuel Luther Dana,American Association for the Advancement of Science,Member
Edward Danforth,American Association for the Advancement of Science,Member
W. C. Daniels,American Association for the Advancement of Science,Member
G. B. Darracott,American Association for the Advancement of Science,Member
James R. Davenport,American Association for the Advancement of Science,Member
A. H. David,American Association for the Advancement of Science,Member
Robert Davidson,American Association for the Advancement of Science,Member
Charles Davies,American Association for the Advancement of Science,Member
W. H. Davies,American Association for the Advancement of Science,Member
W. H. A. Davies,American Association for the Advancement of Science,Member
Charles Davis,American Association for the Advancement of Science,Member
Emerson Davis,American Association for the Advancement of Science,Member
James Davis,American Association for the Advancement of Science,Member
Noah Knowles Davis,American Association for the Advancement of Science,Member
Charles D. Day,American Association for the Advancement of Science,Member
Jeremiah Day,American Association for the Advancement of Science,Member
John J. Day,American Association for the Advancement of Science,Member
Aaron Ogden Dayton,American Association for the Advancement of Science,Member
Edwin A Dayton,American Association for the Advancement of Science,Member
Amos Dean,American Association for the Advancement of Science,Member
Philotus Dean,American Association for the Advancement of Science,Member
James Deane,American Association for the Advancement of Science,Member
Henry A. S. Dearborn,American Association for the Advancement of Science,Member
William L. Dearborn,American Association for the Advancement of Science,Member
Charles F. Deems,American Association for the Advancement of Science,Member
James Ellsworth DeKay,American Association for the Advancement of Science,Member
Joseph C. Delano,American Association for the Advancement of Science,Member
Edward Cornelius Delavan,American Association for the Advancement of Science,Member
Claudius B. Denson,American Association for the Advancement of Science,Member
H. A. DeSaussure,American Association for the Advancement of Science,Member
H. W. DeSausure,American Association for the Advancement of Science,Member
Charles Devol,American Association for the Advancement of Science,Member
Chester Dewey,American Association for the Advancement of Science,Member
John DeWolf,American Association for the Advancement of Science,Member
G. M. Dexter,American Association for the Advancement of Science,Member
George Dexter,American Association for the Advancement of Science,Member
James Dexter,American Association for the Advancement of Science,Member
John Woodbridge Dickinson,American Association for the Advancement of Science,Member
Cyrus Dickson,American Association for the Advancement of Science,Member
Samuel Henry Dickson,American Association for the Advancement of Science,Member
Israel S. Diehl,American Association for the Advancement of Science,Member
C. Wentworth Dilke,American Association for the Advancement of Science,Member
Charles Knapp Dillaway,American Association for the Advancement of Science,Member
Robert Dinwiddie,American Association for the Advancement of Science,Member
John Disturnell,American Association for the Advancement of Science,Member
Epes Sargent Dixwell,American Association for the Advancement of Science,Member
Francis Donaldson,American Association for the Advancement of Science,Member
L. Doolittle,American Association for the Advancement of Science,Member
M. Alcide D'Orbigny,American Association for the Advancement of Science,Member
Robert Ogden Doremus,American Association for the Advancement of Science,Member
Robert L. Dorr,American Association for the Advancement of Science,Member
C. C. Douglas,American Association for the Advancement of Science,Member
Silas Hamilton Douglass,American Association for the Advancement of Science,Member
George W. Dow,American Association for the Advancement of Science,Member
J. Muir Dowie,American Association for the Advancement of Science,Member
John Downes,American Association for the Advancement of Science,Member
John F. Doyle,American Association for the Advancement of Science,Member
Charles Drowne,American Association for the Advancement of Science,Member
Julius Timoleon Ducatel,American Association for the Advancement of Science,Member
George Duffield,American Association for the Advancement of Science,Member
A. H. Dumont,American Association for the Advancement of Science,Member
Lucius Cambell Duncan,American Association for the Advancement of Science,Member
Robley Dunglison,American Association for the Advancement of Science,Member
Christopher Dunkin,American Association for the Advancement of Science,Member
R. P. Dunn,American Association for the Advancement of Science,Member
T. C. Dunn,American Association for the Advancement of Science,Member
Charles H. Dupuy,American Association for the Advancement of Science,Member
Thomas R. Dutton,American Association for the Advancement of Science,Member
James M. B. Dwight,American Association for the Advancement of Science,Member
Theodore William Dwight,American Association for the Advancement of Science,Member
Timothy Dwight,American Association for the Advancement of Science,Member
John H. Dwinelle,American Association for the Advancement of Science,Member
William H. Dwinelle,American Association for the Advancement of Science,Member
David Dyer,American Association for the Advancement of Science,Member
Elisha Dyer,American Association for the Advancement of Science,Member
John Day Easter,American Association for the Advancement of Science,Member
Seth Eastman,American Association for the Advancement of Science,Member
Norman Eastob,American Association for the Advancement of Science,Member
Daniel Cady Eaton,American Association for the Advancement of Science,Member
Horace Eaton,American Association for the Advancement of Science,Member
Alonzo J. Edgerton,American Association for the Advancement of Science,Member
William Edmondstone,American Association for the Advancement of Science,Member
Thomas Edmundson,American Association for the Advancement of Science,Member
Richard Edwards,American Association for the Advancement of Science,Member
N. H. Eggleston,American Association for the Advancement of Science,Member
James Eight,American Association for the Advancement of Science,Member
Joeph Ela,American Association for the Advancement of Science,Member
William Elderhorst,American Association for the Advancement of Science,Member
Frederick Elin,American Association for the Advancement of Science,Member
Charle William Eliot,American Association for the Advancement of Science,Member
William Henry Ellet,American Association for the Advancement of Science,Member
William Elliott,American Association for the Advancement of Science,Member
Henry Leavitt Ellsworth,American Association for the Advancement of Science,Member
Charles Arthur Ely,American Association for the Advancement of Science,Member
George H. Ely,American Association for the Advancement of Science,Member
Jame W. C. Ely,American Association for the Advancement of Science,Member
Alfred Emerson,American Association for the Advancement of Science,Member
George Barrell Emerson,American Association for the Advancement of Science,Member
George D. Emerson,American Association for the Advancement of Science,Member
A. B. Engstrom,American Association for the Advancement of Science,Member
John S. Erwin,American Association for the Advancement of Science,Member
Joeph Estabrook,American Association for the Advancement of Science,Member
D. K. Este,American Association for the Advancement of Science,Member
D. C. Estes,American Association for the Advancement of Science,Member
Henry Lawrence Eustis,American Association for the Advancement of Science,Member
Alexander C. Evans,American Association for the Advancement of Science,Member
John Evans,American Association for the Advancement of Science,Member
John Evans,American Association for the Advancement of Science,Member
Paul Fitzsimmons Eve,American Association for the Advancement of Science,Member
Frank Everett,American Association for the Advancement of Science,Member
Franklin Everett,American Association for the Advancement of Science,Member
J. D. Everett,American Association for the Advancement of Science,Member
Thomas Ewbank,American Association for the Advancement of Science,Member
L. C. Ewendberg,American Association for the Advancement of Science,Member
Thomas Ewing,American Association for the Advancement of Science,Member
Samuel Fair,American Association for the Advancement of Science,Member
Henry Fairbanks,American Association for the Advancement of Science,Member
Charles Fairchild,American Association for the Advancement of Science,Member
James Harris Fairchild ,American Association for the Advancement of Science,Member
J. W. Fairfield,American Association for the Advancement of Science,Member
James Fairhaven,American Association for the Advancement of Science,Member
James Fairie,American Association for the Advancement of Science,Member
David Fairly,American Association for the Advancement of Science,Member
J. E. Farnham,American Association for the Advancement of Science,Member
W. H. Farquhar,American Association for the Advancement of Science,Member
Charles Fay,American Association for the Advancement of Science,Member
E. P. Fearing,American Association for the Advancement of Science,Member
Joseoh Fellows,American Association for the Advancement of Science,Member
Cornelius Conway Felton,American Association for the Advancement of Science,Member
Frank Elliot Felton,American Association for the Advancement of Science,Member
Samuel Morse Felton,American Association for the Advancement of Science,Member
John A. B. Ferland,American Association for the Advancement of Science,Member
Isaac Ferris,American Association for the Advancement of Science,Member
Millard Fillmore,American Association for the Advancement of Science,Member
William P. Finley,American Association for the Advancement of Science,Member
Mark Fisher,American Association for the Advancement of Science,Member
George Park Fisher,American Association for the Advancement of Science,Member
Nathaniel Augustus Fisher,American Association for the Advancement of Science,Member
Robert A. Fisher,American Association for the Advancement of Science,Member
Thomas Fisher,American Association for the Advancement of Science,Member
L. R. Fisk,American Association for the Advancement of Science,Member
Alexander Fitch,American Association for the Advancement of Science,Member
Asa Fitch,American Association for the Advancement of Science,Member
Enoch Fitch,American Association for the Advancement of Science,Member
Orramel H. Fitch,American Association for the Advancement of Science,Member
Henry Collins Flagg,American Association for the Advancement of Science,Member
George Folsom,American Association for the Advancement of Science,Member
Elisha Foote,American Association for the Advancement of Science,Member
Thomas Moses Foote,American Association for the Advancement of Science,Member
Charles Edwin Forbes,American Association for the Advancement of Science,Member
R. W. Forbes,American Association for the Advancement of Science,Member
Robert Watson Forbes,American Association for the Advancement of Science,Member
Charles  F. Force,American Association for the Advancement of Science,Member
Richard Ford,American Association for the Advancement of Science,Member
Edward Foreman,American Association for the Advancement of Science,Member
John Forrest,American Association for the Advancement of Science,Member
Joel Foster,American Association for the Advancement of Science,Member
William Bentley Fowle,American Association for the Advancement of Science,Member
Asa Fowler,American Association for the Advancement of Science,Member
William Chauncey Fowler,American Association for the Advancement of Science,Member
Charles Fox,American Association for the Advancement of Science,Member
E. Francford,American Association for the Advancement of Science,Member
Danforth Franklin,American Association for the Advancement of Science,Member
Hugh Fraser,American Association for the Advancement of Science,Member
W. Fraser,American Association for the Advancement of Science,Member
Samuel H. Freeman,American Association for the Advancement of Science,Member
John Charles Fremont,American Association for the Advancement of Science,Member
Benjamin Franklin French,American Association for the Advancement of Science,Member
J. H. French,American Association for the Advancement of Science,Member
John William French,American Association for the Advancement of Science,Member
George Frick,American Association for the Advancement of Science,Member
Edward T. Fristoe,American Association for the Advancement of Science,Member
Adolph Frost,American Association for the Advancement of Science,Member
Charles Christopher Frost,American Association for the Advancement of Science,Member
H. R. Frost,American Association for the Advancement of Science,Member
Frederick Frothingham,American Association for the Advancement of Science,Member
George H. Frothingham,American Association for the Advancement of Science,Member
Washington Frothingham,American Association for the Advancement of Science,Member
Samuel Gale,American Association for the Advancement of Science,Member
Benjamin Gardin,American Association for the Advancement of Science,Member
James S. Gardner,American Association for the Advancement of Science,Member
L. C. Garland,American Association for the Advancement of Science,Member
Rudolph Garrigue,American Association for the Advancement of Science,Member
S. S. Garrigues,American Association for the Advancement of Science,Member
Charles Garth,American Association for the Advancement of Science,Member
John E. Gavit,American Association for the Advancement of Science,Member
Justin Milton Gay,American Association for the Advancement of Science,Member
Martin Gay,American Association for the Advancement of Science,Member
John Gebhard,American Association for the Advancement of Science,Member
John Gebhard,American Association for the Advancement of Science,Member
Charles Geddes,American Association for the Advancement of Science,Member
Eli Geddings,American Association for the Advancement of Science,Member
Baron A. Von Gerolt,American Association for the Advancement of Science,Member
Henry Gibbons,American Association for the Advancement of Science,Member
George Gibbs,American Association for the Advancement of Science,Member
J. Campbell Gibbs,American Association for the Advancement of Science,Member
Josiah Willard Gibbs,American Association for the Advancement of Science,Member
Josiah Willard Gibbs,American Association for the Advancement of Science,Member
J. P. S. Gifford,American Association for the Advancement of Science,Member
Charles Gill,American Association for the Advancement of Science,Member
William Gilham,American Association for the Advancement of Science,Member
J. Gillett,American Association for the Advancement of Science,Member
Charles Gilman,American Association for the Advancement of Science,Member
Daniel Coit Gilman,American Association for the Advancement of Science,Member
Judson Gilman,American Association for the Advancement of Science,Member
Robert Gilmor,American Association for the Advancement of Science,Member
Henry Ginder,American Association for the Advancement of Science,Member
T. H. Gladstone,American Association for the Advancement of Science,Member
Isidor Gluck,American Association for the Advancement of Science,Member
Paul Beck Goddard,American Association for the Advancement of Science,Member
William Goddard,American Association for the Advancement of Science,Member
Stephen A. Gold,American Association for the Advancement of Science,Member
Theodore Sedgwick Gold,American Association for the Advancement of Science,Member
Goldmark,American Association for the Advancement of Science,Member
Charles Rush Goodrich,American Association for the Advancement of Science,Member
Thomas Goodsell,American Association for the Advancement of Science,Member
William Frederick Goodwin,American Association for the Advancement of Science,Member
Benjamin Apthorp Gould,American Association for the Advancement of Science,Member
Henry Gourdin,American Association for the Advancement of Science,Member
Robert N. Gourdin,American Association for the Advancement of Science,Member
John Mason Grant,American Association for the Advancement of Science,Member
Seth Hastings Grant,American Association for the Advancement of Science,Member
Alonzo Gray,American Association for the Advancement of Science,Member
Henry Gray,American Association for the Advancement of Science,Member
Henry C. Gray,American Association for the Advancement of Science,Member
James Harrison Gray,American Association for the Advancement of Science,Member
Thomas A. Green,American Association for the Advancement of Science,Member
Everett W. Green,American Association for the Advancement of Science,Member
Horace Green,American Association for the Advancement of Science,Member
James Green,American Association for the Advancement of Science,Member
John W. Green,American Association for the Advancement of Science,Member
Benjamin D. Greene,American Association for the Advancement of Science,Member
B. Franklin Greene,American Association for the Advancement of Science,Member
David B. Greene,American Association for the Advancement of Science,Member
Everett W. Greene,American Association for the Advancement of Science,Member
Francis Coles Greene,American Association for the Advancement of Science,Member
S. D. Greene,American Association for the Advancement of Science,Member
Samuel Greene,American Association for the Advancement of Science,Member
Samuel Stillman Greene,American Association for the Advancement of Science,Member
J. B. Greenshields,American Association for the Advancement of Science,Member
Nathaniel Herrick Griffin,American Association for the Advancement of Science,Member
Robert Eglesfeld Griffith,American Association for the Advancement of Science,Member
William Grigg,American Association for the Advancement of Science,Member
A. G. Grinnan,American Association for the Advancement of Science,Member
John Griscom,American Association for the Advancement of Science,Member
Lewis Groneweg,American Association for the Advancement of Science,Member
A. C. Grosvenor,American Association for the Advancement of Science,Member
William Grosvenor,American Association for the Advancement of Science,Member
John Grundy,American Association for the Advancement of Science,Member
Julius Gruvern,American Association for the Advancement of Science,Member
Thomas Guerin,American Association for the Advancement of Science,Member
William E. Guest,American Association for the Advancement of Science,Member
Nathan Guilford,American Association for the Advancement of Science,Member
John Thomas Gulick,American Association for the Advancement of Science,Member
Samuel James Gummere,American Association for the Advancement of Science,Member
S. S. Guy,American Association for the Advancement of Science,Member
Amos Hadley,American Association for the Advancement of Science,Member
Albert David Hager,American Association for the Advancement of Science,Member
John M. Hague,American Association for the Advancement of Science,Member
William W. Hague,American Association for the Advancement of Science,Member
William S. Haines,American Association for the Advancement of Science,Member
Albert W. Hale,American Association for the Advancement of Science,Member
Enoch Hale,American Association for the Advancement of Science,Member
Josiah Hale,American Association for the Advancement of Science,Member
Archibald Hall,American Association for the Advancement of Science,Member
